Источник перечня;ID строки Directus;Slug;Услуга;Позиция прайса;Статус соответствия;Код по описанию услуги;Официальное название;Коды только для проверки протокола;Названия условных кодов;Основание и ограничения;Источник кода
Актуальный прайс Directus;190;lipolitiki;Липолитики;LIGHTFIT, 2 мл;Условно: требуется подтверждение протокола;;;A11.01.002;Подкожное введение лекарственных препаратов;"Только для подкожного введения лекарственного препарата. Сначала подтвердить путь введения и регистрационный статус применяемого средства; код не подтверждает допустимость инъекционного применения косметики.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
Актуальный прайс Directus;191;droppers;Капельницы (IV-терапия);Стройное тело;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;192;droppers;Капельницы (IV-терапия);Стройное тело (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;193;droppers;Капельницы (IV-терапия);Красивые волосы;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;194;droppers;Капельницы (IV-терапия);Красивые волосы (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;195;droppers;Капельницы (IV-терапия);Золушка;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;196;droppers;Капельницы (IV-терапия);Золушка (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;197;droppers;Капельницы (IV-терапия);Бодрость;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;198;droppers;Капельницы (IV-терапия);Бодрость (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;199;droppers;Капельницы (IV-терапия);Антистресс;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;200;droppers;Капельницы (IV-терапия);Антистресс (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;201;droppers;Капельницы (IV-терапия);Детокс;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;202;droppers;Капельницы (IV-терапия);Детокс (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;203;droppers;Капельницы (IV-терапия);Железная леди;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;204;droppers;Капельницы (IV-терапия);Железная леди (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;205;droppers;Капельницы (IV-терапия);Лаеннек, 2 ml;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;206;droppers;Капельницы (IV-терапия);Лаеннек, 2 ml (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;207;droppers;Капельницы (IV-терапия);Лаеннек, 4 ml;Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;208;droppers;Капельницы (IV-терапия);Лаеннек, 4 ml (курс 5 капельниц);Соответствует описанному вмешательству;A11.12.003;Внутривенное введение лекарственных препаратов;;;Для заявленного внутривенного введения лекарственных препаратов. Это код введения, не лечебного эффекта программы. A11.12.003.001 — отдельный подвид непрерывного введения, выбирать при соответствующем протоколе. Курс — количество процедур, не новый код.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=120
Актуальный прайс Directus;209;uhodovye-procedury;Уходовые процедуры;Экспресс-уход «Sparkling» PRXT33;Условно: требуется подтверждение протокола;;;A16.01.024;Дерматологический пилинг;Если основное вмешательство — дерматологический пилинг. Для всей экспресс-программы нужно описание этапов.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;210;uhodovye-procedury;Уходовые процедуры;Моделирующая процедура с королевской маской;Код не установлен по имеющимся данным;;;;;Моделирующая/лифтинг-программа и маска не раскрывают медицинское вмешательство. Нельзя автоматически использовать код парафиновой маски или медицинского массажа.;
Актуальный прайс Directus;211;uhodovye-procedury;Уходовые процедуры;Лифтинг-программа объёмного 3D моделирования;Код не установлен по имеющимся данным;;;;;Моделирующая/лифтинг-программа и маска не раскрывают медицинское вмешательство. Нельзя автоматически использовать код парафиновой маски или медицинского массажа.;
Актуальный прайс Directus;212;kosemotologicheskie-pilingi;Косметологические пилинги;BIOREPEEL;Соответствует описанному вмешательству;A16.01.024;Дерматологический пилинг;;;Для заявленного в каталоге дерматологического пилинга. Марка состава не изменяет код услуги.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;213;kosemotologicheskie-pilingi;Косметологические пилинги;PRXT33;Соответствует описанному вмешательству;A16.01.024;Дерматологический пилинг;;;Для заявленного в каталоге дерматологического пилинга. Марка состава не изменяет код услуги.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;214;kosemotologicheskie-pilingi;Косметологические пилинги;PEECH PEEL;Соответствует описанному вмешательству;A16.01.024;Дерматологический пилинг;;;Для заявленного в каталоге дерматологического пилинга. Марка состава не изменяет код услуги.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;215;kosemotologicheskie-pilingi;Косметологические пилинги;Миндальный Enerpeel;Соответствует описанному вмешательству;A16.01.024;Дерматологический пилинг;;;Для заявленного в каталоге дерматологического пилинга. Марка состава не изменяет код услуги.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;216;kosemotologicheskie-pilingi;Косметологические пилинги;Джесснера Enerpeel;Соответствует описанному вмешательству;A16.01.024;Дерматологический пилинг;;;Для заявленного в каталоге дерматологического пилинга. Марка состава не изменяет код услуги.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;217;kosemotologicheskie-pilingi;Косметологические пилинги;Салициловый Enerpeel;Соответствует описанному вмешательству;A16.01.024;Дерматологический пилинг;;;Для заявленного в каталоге дерматологического пилинга. Марка состава не изменяет код услуги.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;218;kosemotologicheskie-pilingi;Косметологические пилинги;Жёлтый пилинг Tizo (США);Соответствует описанному вмешательству;A16.01.024;Дерматологический пилинг;;;Для заявленного в каталоге дерматологического пилинга. Марка состава не изменяет код услуги.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;219;kosemotologicheskie-pilingi;Косметологические пилинги;МИЛАЙН: от пигментации, лицо;Условно: требуется подтверждение протокола;;;A16.01.024;Дерматологический пилинг;"Только если это дерматологический пилинг. Название отбеливающей программы само по себе не подтверждает вмешательство; для интимных зон уточнить кожу/слизистую и метод.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;220;kosemotologicheskie-pilingi;Косметологические пилинги;МИЛАЙН: осветление вокруг глаз;Условно: требуется подтверждение протокола;;;A16.01.024;Дерматологический пилинг;"Только если это дерматологический пилинг. Название отбеливающей программы само по себе не подтверждает вмешательство; для интимных зон уточнить кожу/слизистую и метод.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;221;kosemotologicheskie-pilingi;Косметологические пилинги;МИЛАЙН: отбеливание подмышечных впадин;Условно: требуется подтверждение протокола;;;A16.01.024;Дерматологический пилинг;"Только если это дерматологический пилинг. Название отбеливающей программы само по себе не подтверждает вмешательство; для интимных зон уточнить кожу/слизистую и метод.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;222;kosemotologicheskie-pilingi;Косметологические пилинги;МИЛАЙН: отбеливание интимных зон;Условно: требуется подтверждение протокола;;;A16.01.024;Дерматологический пилинг;"Только если это дерматологический пилинг. Название отбеливающей программы само по себе не подтверждает вмешательство; для интимных зон уточнить кожу/слизистую и метод.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=153
Актуальный прайс Directus;223;kosmetologicheskie-chistki;Косметологические чистки;Комбинированная чистка лица;Условно: требуется подтверждение протокола;;;A14.01.009 | A14.01.010 | A22.01.001.002;Удаление камедонов кожи | Удаление милиумов кожи | Ультразвуковой пилинг;"Коды отдельных фактически выполняемых этапов: удаление комедонов/милиумов, ультразвуковой пилинг. Это не готовый набор для каждой чистки; нужны состав и метод. A14.01.005 не использован как универсальный код всей услуги.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=146 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=146 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=308
Актуальный прайс Directus;224;kosmetologicheskie-chistki;Косметологические чистки;Чистка спины, 1 степень;Условно: требуется подтверждение протокола;;;A14.01.009 | A14.01.010 | A22.01.001.002;Удаление камедонов кожи | Удаление милиумов кожи | Ультразвуковой пилинг;"Коды отдельных фактически выполняемых этапов: удаление комедонов/милиумов, ультразвуковой пилинг. Это не готовый набор для каждой чистки; нужны состав и метод. A14.01.005 не использован как универсальный код всей услуги.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=146 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=146 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=308
Актуальный прайс Directus;225;kosmetologicheskie-chistki;Косметологические чистки;Чистка спины, 2 степень;Условно: требуется подтверждение протокола;;;A14.01.009 | A14.01.010 | A22.01.001.002;Удаление камедонов кожи | Удаление милиумов кожи | Ультразвуковой пилинг;"Коды отдельных фактически выполняемых этапов: удаление комедонов/милиумов, ультразвуковой пилинг. Это не готовый набор для каждой чистки; нужны состав и метод. A14.01.005 не использован как универсальный код всей услуги.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=146 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=146 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=308
Каталог без строки цены;;maski;Маски;;Код не установлен по имеющимся данным;;;;;"В каталоге увлажняющие, успокаивающие и альгинатные маски. A20.01.001 означает именно парафиновую маску; универсального кода всем перечисленным маскам не назначено.";
Каталог без строки цены;;microtoki;Sensitec — удаление новообразований;;Условно: требуется подтверждение протокола;;;A16.01.017 | A16.01.017.001;Удаление доброкачественных новообразований кожи | Удаление доброкачественных новообразований кожи методом электрокоагуляции;"Несмотря на slug microtoki, название — Sensitec, удаление новообразований. Общий код — только для доброкачественных новообразований кожи; подвид .001 — только при электрокоагуляции. Нужны диагноз и метод.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=152 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=152
"Архив прайса 17.04.2026; актуальность не подтверждена";;dermatology-consultation;Дерматология / Косметология;Косметологическая консультация первичная;Соответствует описанному вмешательству;B01.008.003;Прием (осмотр, консультация) врача-косметолога первичный;;;"Приём врача-косметолога; статус главного врача не создаёт отдельный код услуги.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=444
"Архив прайса 17.04.2026; актуальность не подтверждена";;dermatology-consultation;Дерматология / Косметология;Косметологическая консультация повторная;Соответствует описанному вмешательству;B01.008.004;Прием (осмотр, консультация) врача-косметолога повторный;;;"Приём врача-косметолога; статус главного врача не создаёт отдельный код услуги.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=444
"Архив прайса 17.04.2026; актуальность не подтверждена";;trichology-consultation;Трихологическая консультация;Трихологическая консультация первичная;Условно: требуется подтверждение протокола;;;B01.008.001;Прием (осмотр, консультация) врача-дерматовенеролога первичный;"Если приём ведёт врач-дерматовенеролог. Требуется подтверждение специальности; название «трихолог» само по себе этого не устанавливает.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=444
"Архив прайса 17.04.2026; актуальность не подтверждена";;trichology-consultation;Трихологическая консультация;Трихологическая консультация повторная;Условно: требуется подтверждение протокола;;;B01.008.002;Прием (осмотр, консультация) врача-дерматовенеролога повторный;"Если приём ведёт врач-дерматовенеролог. Требуется подтверждение специальности; название «трихолог» само по себе этого не устанавливает.";https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=444
"Архив прайса 17.04.2026; актуальность не подтверждена";;collagen-therapy;Коллагенотерапия;Linerase;Условно: требуется подтверждение протокола;;;A11.01.012 | A11.01.013 | A11.01.003;Введение искусственных имплантатов в мягкие ткани | Введение искусственных наполнителей в мягкие ткани с целью коррекции формы | Внутрикожное введение лекарственных препаратов;Коллагенотерапия/стимуляция коллагена — цель или торговое описание. Код зависит от вмешательства: имплантат, наполнитель для коррекции формы либо внутрикожное введение лекарства. Сочетания с плазмой требуют отдельного описания.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
"Архив прайса 17.04.2026; актуальность не подтверждена";;collagen-therapy;Коллагенотерапия;Nithya;Условно: требуется подтверждение протокола;;;A11.01.012 | A11.01.013 | A11.01.003;Введение искусственных имплантатов в мягкие ткани | Введение искусственных наполнителей в мягкие ткани с целью коррекции формы | Внутрикожное введение лекарственных препаратов;Коллагенотерапия/стимуляция коллагена — цель или торговое описание. Код зависит от вмешательства: имплантат, наполнитель для коррекции формы либо внутрикожное введение лекарства. Сочетания с плазмой требуют отдельного описания.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
"Архив прайса 17.04.2026; актуальность не подтверждена";;collagen-therapy;Коллагенотерапия;Collost micro 5 ml;Условно: требуется подтверждение протокола;;;A11.01.012 | A11.01.013 | A11.01.003;Введение искусственных имплантатов в мягкие ткани | Введение искусственных наполнителей в мягкие ткани с целью коррекции формы | Внутрикожное введение лекарственных препаратов;Коллагенотерапия/стимуляция коллагена — цель или торговое описание. Код зависит от вмешательства: имплантат, наполнитель для коррекции формы либо внутрикожное введение лекарства. Сочетания с плазмой требуют отдельного описания.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
"Архив прайса 17.04.2026; актуальность не подтверждена";;collagen-therapy;Коллагенотерапия;Collost micro 5 ml + плазма;Условно: требуется подтверждение протокола;;;A11.01.012 | A11.01.013 | A11.01.003;Введение искусственных имплантатов в мягкие ткани | Введение искусственных наполнителей в мягкие ткани с целью коррекции формы | Внутрикожное введение лекарственных препаратов;Коллагенотерапия/стимуляция коллагена — цель или торговое описание. Код зависит от вмешательства: имплантат, наполнитель для коррекции формы либо внутрикожное введение лекарства. Сочетания с плазмой требуют отдельного описания.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
"Архив прайса 17.04.2026; актуальность не подтверждена";;collagen-therapy;Коллагенотерапия;Collost micro 5 ml + NCTF/Scinco E;Условно: требуется подтверждение протокола;;;A11.01.012 | A11.01.013 | A11.01.003;Введение искусственных имплантатов в мягкие ткани | Введение искусственных наполнителей в мягкие ткани с целью коррекции формы | Внутрикожное введение лекарственных препаратов;Коллагенотерапия/стимуляция коллагена — цель или торговое описание. Код зависит от вмешательства: имплантат, наполнитель для коррекции формы либо внутрикожное введение лекарства. Сочетания с плазмой требуют отдельного описания.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
"Архив прайса 17.04.2026; актуальность не подтверждена";;stimulators;Стимуляторы коллагена;AestheFill 10 ml;Условно: требуется подтверждение протокола;;;A11.01.012 | A11.01.013 | A11.01.003;Введение искусственных имплантатов в мягкие ткани | Введение искусственных наполнителей в мягкие ткани с целью коррекции формы | Внутрикожное введение лекарственных препаратов;Коллагенотерапия/стимуляция коллагена — цель или торговое описание. Код зависит от вмешательства: имплантат, наполнитель для коррекции формы либо внутрикожное введение лекарства. Сочетания с плазмой требуют отдельного описания.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
"Архив прайса 17.04.2026; актуальность не подтверждена";;stimulators;Стимуляторы коллагена;Sculptra 10 ml;Условно: требуется подтверждение протокола;;;A11.01.012 | A11.01.013 | A11.01.003;Введение искусственных имплантатов в мягкие ткани | Введение искусственных наполнителей в мягкие ткани с целью коррекции формы | Внутрикожное введение лекарственных препаратов;Коллагенотерапия/стимуляция коллагена — цель или торговое описание. Код зависит от вмешательства: имплантат, наполнитель для коррекции формы либо внутрикожное введение лекарства. Сочетания с плазмой требуют отдельного описания.;https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115 | https://zubalmaz.ru/wp-content/uploads/2023/11/prikaz_mzrf_13.10.2017_804n_v24.09.2020_izm26.10.2022.pdf#page=115
